artist_lower,album_lower,Spotify Album ID
skull,blood born,4B6Zz6GRULQS2gmdAXbzDI
abrahamic liars,requiem,1gjsqBmhZKDljMt7C7t22I
homicyde,immortal,1LIgFye2st96isj5Rp0QKb
knives,survival skills,2fs7EKgO9DTOhfQmfdfnZn
magnetar,there will be no peace in my valley,3YZ4OTNTPmfyx7zPfJpUaz
hild,varm så länge hjärtat slår,6MV6DzDRJlUGB7A4KaYGgc
melvins,at the stake: complete atlantic recordings 1993-1996,0BIJcBKwH4hoGJ9E8MWeH8
cyborg octopus,bottom feeder,04z3SPBUVDK0YuGVkc2ZsY
hagalas,mentes reae,45HbhpUrdTTPwL7BcYs5lx
fache,violent au volant,2RqABxOKpm9IC9elf1WE4E
belly error,tales from the cellar. povídky ze sklepa 2023,7eXoljB1dP9lxaLAIu9hNY
unhealed,failings,6LG3elHT4yiwG9yCfgvHbd
ars veneficium,the lurking shadow of death,6fbnm4OMUraxpHmc2PsIT8
chain cult,harm reduction,4oKdIkNh3z9dFAcVft6wXT
pøltergeist,yesterday fades,3Lq0G0rkZ7oNDO1vGdYbvS
ilienses,hampsicora,7pUBkVbG1aUlKUKBdHJbOk
eye of mensis,flayed hands,49QN6PrbduSPs0XeSPUWva
lindworm,reign of a shining star,0J7ItYBVaxMt1PgqCEjG89
a thousand wounds,a thousand wounds,4QUAkcvb2FS07xubNEuL4b
acidsaurus bong,dank broth ritual,0MyozaFuT52LzKOMdQSK3h
carceri,crimes against humanity,2ud1jGwdhYtTGlNvRTZYVq
ningen-girai,you are not needed,6FKcCbi8b5jDQtYHf0IPuR
deathweaver,"save yourself, kill yourself",2KwCWtwTTJNgGRzNZLegcb
masochist,tortured on suspicion,0dlneuzeJU3QCsohSSgPrT
tower of silence,semelean revelations,6zWKoXVWBkQDsETtgPLwjQ
subliminal,galactic nomad,7iYFrtm6wIASppzHoxmYzS
nidhögg,el devorador de almas,7C1RB6UGK3N7KRgldQbFYQ
radiant black,echoes,2n6Yju9f34CRkQ92zNX2bU
infinity of thoughts,throne of decay,1y7cFCSPeWfjGQ5cqQ6A1z
wargoatcult,violencia absoluta,7lzZ8Tc2P8oJcTVAKRJehh
lorridi,the king is dead,6q4Obm8paowKChNOb7cwdP
vjecna suma,perun,6T1lhTuvN8pTBbVop6JQkD
on atlas' shoulders,gunslingers,08sMIYx00O08I7PAp8IUw8
stormbender,grip me with agony,6dRvsMJDAvgmkfSKopetEe
finrir,gods will know your name,0wcH6dSdhOCPFSOGQ0ClIZ
dark insides,virtual life,08gpZvEZ2LWjgI2uc9tLd9
abaddon kilmister,love is still lost in this cold world,0Ms6Cmaepcfx7P6Sy9LGOf
cock of beastman,666 dd: deviant to the flesh,0mQsneX3zEl2hWAU7mXRoU
невидь,русское бессмертие,7bRi05Z3APleKfzIEWk9tO
mantra,celestial : fall,6wHVpodiMMuJzwQIbR6Qk4
range of truth,corroded balance,2I1O2loBddMnCWO8ZTEPeA
tristhet,epitaph,7oOBwiUKZ0HyWrFsR5LdwG
velesar,pogorzelisko,1vJoUdBMATrrN4t1WzjzEZ
by fire and sword,simple gifts,6FM1MIqEHZuF4d4XEjdivd
elegiac,black winds of wotan,4ZnqblrX4O3QO5D2lowdI9
periodeater,for the arrival of the fall redux,2QbdkxQWF8yWtNWpY6Kbpt
cascadian,metallum naturae,6J3Q0AmsNTwlPqFq7BhQn3
immurer,trapped in faith,6LIJtFLcnCbqtituJrxjch
solstice rider,the renewal of broken blades,4aulNIl4GdMWn51amr61gE
radiant black,spiral of descent,1vd2gJRZg4Xu1LYu6yBqWF
from a spectral life,the moon's nocturnal winter,6rdDe9k7Zpi0aLiGLMCCZV
smother dsbm,wounds,2Pw3rKkwvGhgW2Dy4bvjmV
necrophile,through death we rise,1uYLRGjqcJFeH8n7iYAw2L
evil dungeon crawler,drowned,2FjkLrydVj7t0sNOiCkCIN
norsegod,ragnarok,7hDnUTNyfB298H1v7yc6sK
desertdweller,waves of cosmic torment,0lJ36NUtVhHGrqNEEdyTwi
availian,new horizons,3dFDAAL1GPKIht5c0IWRsK
blood by design,gods of the elements,09c1KFald1XcYZ1DBN6O6x
soulride,murder act,0CnZlXcTTam38rqjWOS9T1
splattervision,splattervision,0dB2TmRSp8RkfRDCMgIqat
hatskrømt,nekromanisk,46RSL7rKaaXoMTsI4c49fk
children of nothing,død og oppblåst,2mjC9csH3LiC1Fhla1SUJK
хрен,сказка о потерянном времени,4xctPWChmHzBTCbSq1DR7C
dark feelings,scars of the soul,4cw05dKEalk7ayPz6tsSSN
necrotized,molested cadavers,0f8gJswEfKuVOMqRUQYlFe
sinfonia borealis,opus nihil,5nVvIzoDOK4VZkkGZZ3gmw
radity,fire at will,42H6xxhiQKHs1V1EVddBOd
eaten by rats,ep ii,0uHOjOJ7Zz2iKDFODbs44v
earth drive,light codes,6v2AXQGBuKxa1o7eWmwA37
project sarcophagus,degraded mental cognition,1NxPxbk4NdxM5pFhaVjZRD
superchanger,back door wizard,5lksVsFBBc8zHkM2B77vs8
harsh realm,bone cage,6prpgbZsRLmrFkF8GiVblL
mechanical pain,room 237,6zJOSljJp3WXYgl8pHBoOZ
irkalla,shine in her frozen light,1Y3CVEPlexXG2v3hds8NCd
crypt of reason,stargazer,1MaobKjHUug75aLKZdcCLq
forest giant,skronk ape,29LisTDkp42obS1dEcS3bN
buicide,aftermath existence,1RGO2a3n47efwBiWb2c5Np
morbific,explorers of the pleasures of suffering,7x0WXeygpBfwXPrWSrciHF
cerebellion,back to the start,2VoHaR112X3q8IbKojm8UL
genophobic perversion,loss of vitality,6aKNeXE7tjy2mcdrn7ftIx
pesterous mind,omnivore endcide,607iEFY1HvEK5dffyjhSNI
ritual moon,a sonic ceremony (live set),43o0yZq3JGtaG3W3NkmOgS
radiant black,rituals of anarchy,6zGTsZdzHB26uQPlN2m9Yw
ospa 1959,под сухим небом,3v7j1S8MdaqInrXcvEca37
everdawn,another lifetime,66yiqV2etuTGdMy7oI9fhx
incineration in the infinite,doom synth,3USQ8krtjhkWX6xB9qHePC
twin gods,not enough (the stalker's poem),2v8OtOzGfSrlxNaJvhCO7t
order of minerva,war,1trH5pfaZx7hsuAqNiQmZn
relieved in black,dressed for damnation,7EAp29AsNRPikHEYTNxg9r
antronum,anthropophagus,1HyrrTAXpiyMaR9GtJX0cp
nicetrip,eternal depression,4I2npBL00CvyAHUUhw5e2G
hail of bullets,red wolves of stalin,5sXOPfdyaAgQRKBtTjTpZS
rejoice in our suffering,demo collection,2zMcBZLhiKqC7Hy7XZjmS8
ad vitam infernal,a peaceful place to wait...,4FygnOeYhZOjpySjZmMyVB
underblood mx,maldecido por su herencia,08iztfkwtO188rR5bjoSB3
diminish the gods,eater of innocence,7mB58azjjFt2c7kwHPBUho
saber tiger,eliminated,2EQ3N6PPTLwckAKNI4F5Nu
release the river,virtues of the vile,603ReRpg0wO7Ii4VjQoQHq
nocturnal dawn,scars of self-reliance,3dJVmUTLxvxa3uzToQiM2C
octaviagrace,last resonance,51SnEb2fhwI728BgrpcCPY
lay of the autumn,after all this time? always,2XGKsw9OHQRNnzih1ZqR0I
necropathy,sledgehammer matricide,4xHlJRDqwY1NkrxxvV5a9R
malignant tumour,maximum rock´n´roll,4Oc1lCIKyLsapiIbsBmqGO
solitude.m,entropy zero,1LZFBH25FAehh2X8CorlTw
rejoice in our suffering,resurrection of dry bones,3CAl9bpoSM6b82KFd072Iq
festergore,cryogenic decay,5hjgGD2LyRVGyeJirZldr3
darkmess,khronos,5tG5zO4iX7fyfIGcoBHxIB
ishimura,saudade,5HuzTYwhL0orG9sKVAQAr0
elikadama,bliss,6sAtBH49WD4MKPQ2T8gKoK
arkänermond,tales of the dragonslayer,3W5CUoiAc2vxhz8yowI1i0
dirty woman,juhatsu,3YDYKQik4IL0YPynutlsPN
mortuorum,cosmic funeral,1AuSMq1h5E7vUp6AXQsri0
rotten terror,the erosion split,6JHlu6cXP9fMCaJZl1xvO8
killrape,corrosive master,1WjZfmmT4FiXELS7nD2XWV
vox mali,follow the path,0ijE5oAIvFkckIaRfEVDQz
krig,17 years of brutality volume ii,3pLWdiGtPsZu93wXQdVYK3
brimstone,doctor of spin,45BR9Cbcinmo2lIHiPvEhm
forsaken,the forsaken forest,5ftFLBqEihRs2lohtcdWgc
barren,unheard,5tLk78EUb1AYRLoLuLnvTl
mardelas,live 2024 -dead or alive-,74T44VWXaxMoRU7ONI4IMG
balashtoth,=equation=,5BzDypGSgsqBk5SyBqAGtP
battlesword,(xx)v - of tales and tragedies,3Nq0lBbnsXYqovnQG74NgZ
no gods,counterfeit / /noose wound,6fGqq6fDruupAGUhIbE9UV
mysterivm xarxes,verhinderer / mysterivm xarxes (split),3jJpysk2G0nPbMdTu1a8BI
beatrix,maggot infested brain,5L5edE9EDyOjyW6XQISZml
strxnded,false words,5YjYi9cUsD54LNV8g4Ocfl
druid stone,macabress b/w van helsing (remix),4zBSmFeNIqHyCWyARhK33I
tomb of scabs,birth of memory,5KzUM5xWAdbu9usQC3vOng
killers legion,ad infinitum,410q9qUD2dPIm1gsReP2Eb
the grimm riffer,here for the rage...,0sW3eCbKWcBQzjFctRiTS9
high black river,le bateleur,7eltEugP1y96Mp5dPb7R5y
belligerence,eschaton foretold,77LVV3tg5LFZASZKvOlw1a
walpurgis,forbannet,69kBhUCkTbMLPKZ3wvNfYL
insaniae,santos animais,2DV1Z0miFhc2ILhd1NyahW
quantum,una voz,2Qpk9mka9zRqX8KIoq9rXf
hadal,après,1zjFJN5FLqAow7ZJ2anttH
the great kat,o store gud,1ieiVO6uLyrAENiTNQhIMb
funeratus,age of darkness,2kXO1kXhc1b5OnGDzR410O
bestial strike,legacy,6idxsaOWnbyCJQAgctQ0N9
killbot & gor gor attack!!,mushroom song,69LFWaULiTmeH2zsGl6e3R
endurer,painting the skies grey (demo),0D2mdsDfhSHLwnDcT6BbfR
five the hierophant,moon over ziggurat,0Ix1ZnqfzGM6YDtHw1VdRA
eisenhymnen,blutroter morgen,0Pnh3NqShWs2jGTxssBKIX
tigerpaw,sleman sembada rock,5i3QRqlfUejnhI86KHWm7i
red ankh,red,64s4grECC88RkoXcrSQf6D
mefitis,the untwined one,5Crr3Xu8VQ6XzdGGiZksNO
embryo,the rise to self-demise,4IoeEUEIDqDZF2fDDp8Cu4
horrid remains,morbid butchery,4kJCYCcEaMM5raZbYNqSNA
zharzha,la perra de bugarach,5vna7FmBzt1xFfviny8F3u
nailgunfl,grief,3B37eOyeYByCrtJnhfF0Qw
apocryphal,swallow my lies,6jHx5axM63fpDhSUiWas2Q
abominate,catastrophists,4E5fvWIdrAvdoQafZHJdTD
dakat doomia,cannibalize,46IByb7G4R69S4NwKlDu0C
cephlic,homicidal genocide,68XKw3snKNgUWUuItrCHUP
synlakross,freak,5kKgRqEBs8dVpAVTWk9E1V
incarnate,eyes on the end,7MX0dtsMGz0LE7sIH9FsvK
serpent fire,wait until the dark,4I8bFfZJBnkqlriwFRcuUi
helse,reverse bear trap,1Sx8jVl69hyxrzbzht2n1m
wasted eternities,trust the traitor,5I39cmr5cbzM0c3o6O7w3p
bottomless,graveyard thunder,1OxFxmuiMxrvtagDieZBHy
are we lost?,heredity,540alj3p1jQXXwZWFEjZuF
mota,desamparados,3UNKR4DygAewgBMLfDEFmL
jumpscare,rise and fall,1fjCHBvoCdSqxgRjbCTXgh
vomitvsanctvs,secretion of contempt,3E6DXFRVIx0wSsx8Vjewr2
epicdown,days of oblivion,370PdgeDoxYOq0PKHqU0pr
leviathan,stories of imperceptible light,2l6mUfstgERNAA8EPLjn2O
imperial age,gnosis,7fkUArma4mqvA0v3UDCIMM
distant dominion,ripping through time,2FwF2FBcxug6Ets4x3Nlqu
pythonic,ep 1,3Qosf8AfUzHlG050mJwHtu
asterise,into fantasy,0q2U8C5FAWAoIt2rhE0Xmd
skywings,empty autumn,6q4DxLvaH4a7wD5Zd2Ht2R
ciconia,grey almost black,4rm5ebGYRuFkDHfz62XnMU
s.p.i.t,play it foul,6rl6zgOCFJC3fXi19im0BH
glyph,"or as i prefer to say, ""who?""",4q2pT8CH5OPImvS2pzOJ28
under the oak,the last of a dying breed,7yEq4mPCVQUdGmvHIwOUin
all sins undone,narcissistic compulsion,6qxkyyE1Ynla36Lu8oIQnk
blindead 23,vanishing,4pNzM3vvZzIRBkJmfLreja
no escape,dominated by pain,7mvZDZJpV43cCvBYtjKAFE
minerva,ascender,7eOTJTgK3woqy3aDXsCc81
isivred,lucid cacophony,6fOj19Z24XA0S6JN8CHnfl
dogma,like a prayer,5AK6cBjflVuFBMSmBDfNMA
rotpit,massive maggot swarm,1t4suFacKFlMhSoukCE9RN
sarof,a way to eternity,5PtKhwYj1dbT8rp0pe2KbH
marrower,the burning ship,0ThC3UXph6wlWm8ZOiraKt
warlocks of morgul,caliginous fortress of woe,7MMyyCEqqdHvP1B7AcczVo
champions of sorrow,the night makes us,1wcMwqHqliSy17YxZ4k2i4
kiko loureiro,mind rise,3iSJ6Crbtmh94MjAIc7IkZ
heaven shall burn,keinen schritt zurück (feat. donots),75msgscoEgFeLX5bTS1qOq
thumos,children,4yNcyLhwLZy7El1bhV9ND7
déhà,still clings,7FyCTy7qwKHXPru24MDIdi
solifugia,ageless sadism,5W4nVyzfCKjOsPqzL28M6O
fear of domination,last words,0SEsztV9haMjD25LufYrXr
dastard,unter dem schwarzen himmel,5UgyzPDChbdMYfyx1r31eT
marble,the jester duplicity,5VqObzwMQxvjhWBclvoYWa
the great kat,simple gifts,5F341gI89eROYFHeNX0IJv
trogir,cisza przed burzą,2u58U4MHv5IcTO4uEtZODl
crisálida,destino,0s10cnmaydQiNLZWleJVgf
the dawn razor,in sublime presence,11tAdnxj89qHjo9QK7jG3Q
mariner,solace,71M9iCfJ5xDnuC6KdN7G6I
illusions play,under shining moon (radio edit),6dwS7Fg4IIhjiYuRkQuUNa
between sunset and sunrise,in the middle of chaos,2aFE7bmFJiddPLbt9oRx6b
requiem,life overdose,6MPGWqATzuLsFHMNV1hjYt
the optimæ,galactic regeneration,0Q2X1plo2IX39Kv8XeRz4P
hur mår björnen?,måndagsexemplar,5zfZCkXOpO2zUeFpvGnzTM
adiant,witches dance,1WCi5uqLIraBgom2vusEj7
savage existence,bright lights,69elKTCgZvzglAjCC5Dlws
agent steel,mad locust rising (live at hammersmith odeon),5jojdGfZ1WGmdFwNxWZ7TX
nepal,en vivo 2023,47H0osIdrw00YvOsm1UKxt
zeke sky,the prize of the heights,5CLtcu6EEiMKsvQq0mnvll
circles ov hell,minos,5pGXtZ77wdDktQfcMFCcgG
neomantra,paranosis,7cv8OxWtaF89mqPiWjGhbB
centurion,hipnagoga,7aE4hJuZ92yQoCDhOowxYW
polemicist,polemicist,7CqeF0rG9u7ZHyqhtv2s00
swarm effect,cotard's syndrome,7pNSvY3tejqz1oOHX7M6HA
winter ov thanatoz,black crown ov sirius,1FwxP7fvuZg8Axx6ht73CC
a hero for the world,voilà (epic english version),37XX8wFx740nGnWo9yLhfQ
the forest forgets,of wind & willows,66EG5QK4BTTB3ZLBAsUSNK
milking the goatmachine,burn down your shed,1g5xOxtXUei4vjNFn1wJH0
verenian,oppressor,6MoBaZYQ4pMQv1YsvYOuJ8
myke owns,"moments of misery and madness: the demos collection, vol. 3",3shAQUbEYG56ysaPiRHTK5
vananidr,black feathers,1q71PFSEa7pm9cVCYInv0U
boforia,valonviejät,59nu1sZr8ySrWlZn9Oc0jQ
taxidermy michelangelo,carnivorous ep,3B01f4WqjlTdQ2qcUb0ECF
herskip,lifeless cold forest,18Ic2f3pz9p4ZJw4fcdtVX
ignominous,the coming fall,1uzp8YNwLDlB9T869wHa4D
avhath,to my disquiet,4eZx4deNQamrxN1SIWVYKn
omnianthropy,horizonte,5rUK1xNmfZ3oK85WzaUNpt
bull terrier,trip,1PM14syM5NhGRgIiapBqLQ
crusher,uprising,6xXEkAbOsTERjzCmsDBSvn
elisaday,all the wonders of the earth,42bVT2PmgA6gnW7sVAKOgx
toxic rotten,rotten in hell,28T2EeIEBfAIgKGZYxusSc
the myth of mortifer,evil character,7LP0AL7ulIDoP0YmmiEtgd
sentient horror,glory to the rotten,0gRQNOs5A7jkkqJNXdq3rl
sudenkehto,aurinkokin kuolee,1wsGpwxauZcfcrneMzSHdY
hoari,единое целое,4hJuvW36S4vBdU3R9kGXRl
autometal,soldier on,1dnpevqyskqb0veveYU5uQ
krusade,elected evil,5FG9Ph6IXGE4WvawkkllBN
mjød,ковен,3BtZofaXKhX3H07dybhkIS
phantom bg,against all gods,3F3lvI9v2S1gwSIasojAGm
sirgaus,non fiori ma opere di bene,2KddRfZXmtF4rBhtvuUu9m
wisdom (py),saint algolagnia immaculate,2ztJ6o63YNlI2vlwmu0ES9
tänk på döden,femme fatale,3N1l0RSQ12pgEShLDwMXmW
thousand crowns,sun dogs of caria,5vyBgKNnzunuLcSt98SMws
asmerius,vii,1IxWWrRvXetXZ27w9wxxQt
corruptum,nazgûl,73mYi7Y99eKjMcIVm4VrWT
aiwaz,the ghost that once was i,19oW2P88IaTs7eucn3Rn9w
alex nunziati,kill or be killed,5BwYgqeqvhxu2YO6uVLSvA
antipope,brotherhood of babylon,5FYThooeYKCEBtQRt3nNVC
ultra nightmare,the lion,5txXDOVVJjnDhm5BlEdwXb
vargålder,evig vinter,7o5WlzjK3p4qxWKX8I4IvS
exhorted,the truth,1leET3KOQ8YV1DKQjWfh9F
metal order,rage of the fallen,6LAgXYoiBJ8jFjhAHljVMq
one tusk,medulla,5rqishluRqC4xdLwJSr5nA
cronofobiadsbm,missmod och hopplöshet,1teum1gViTbUVgU08JuboQ
paul di'anno,the book of the beast,4xW4kIFPwxYneKnQsLaX6r
cadaverous,funeral party,5ZOEyH4qCMjRkeIomjDv3c
margenta,акустика,5FM7loqWWpoAFc918FYkSf
dying angel,this is your life,4F5MRIsWAgeUrzHZDnzQs0
irony of fate,equinox nights,0YrCFamR1kSNFh63TltRzd
препарация ненависти,тварь,0YJpIgAqRaUJI6AiebCJ2W
damn us all,echoes,7218cC6zTIUMCnTEB2ag5L
sick rabbit,cosmogenesis,1Xq3I5Z9vjRJDUEmimb7cY
ferdk,"find the flame (from ""final fantasy xvi"") [metal version]",5KH2Il7RYvurdQ36DbDeqQ
steelwings,stand up shout loud (remix 2024),29bzhzFrgRASuIPCUKyDqj
david gilmour,luck and strange,5ds8DFWVozMIxRP3qr5Vii
a plague,solve et coagvla,6bQtAhwoovWufQNOKiDqMp
thy catafalque,mindenevő,0V2NmFAGvGUCwAfXSsSAZC
servant,magick,2S3aOtNoTYDU2P0zqhRl9D
deathless void,purple triad,3gtvPc6EE4C8PJd61dtP1d
deathless void,vortex climax,36ThciXtomSgLz5ZjQFBOS
kanonenfieber,waffenbrüder,1FZyWi7pnfKxd0WUub22Fy
swallow the sun,melancholy,2xenPEQcPvRA4fyc08E4cf
sørgelig,inexorable grey,5XgTEdweRGU2sg18K20gva
mogwai,god gets you back,68cjeS6QLyl46yJjXKoWEx
sørgelig,those of the depths,3G7FZ5WOyjgnNtR1TzkdB1
dö,unversum,517dqFTE7Omm7Ta9iDYaej
the mothercrow,foráneo,6jJOobvqitr7V0S0CBTRrA
imperial triumphant,eye of mars,406L4BEWyB4zKZGBx2w3Go
vola,cannibal (feat. anders fridén),4KcqdaoWTikvUlU7vEVrhP
asgrauw,apada,5PfxUrfYtfJEjaTNRBtOAs
cutlass,quest for treasure,3AEGgPBqJOGHKcZXEXAmKM
paenil era,idle cage,2DQOK9ppBfl2z7Csz1erfj
darghl,kiss ov the serpent's fangs,4VQS2MEKrnD1EeBC3hO8XC
disease illusion,plastic ocean,2UGTOzzNj20RoV6uaT8wZs
dååth,subterfuge (2024),3sz8GN5ul2RxBaF2TpYmX7
aorlhac,une vie de reclus,0o8SMizmnhC2pjyEymnE4W
kanonenfieber,die urkatastrophe,15cBVOLGxioRUCDrkcLiAr
groza,nadir,4RVc6bTkh9SvjeV89Fsep4
phantogram,it wasn't meant to be,2c4WFzNTDxi7Ip4i56bX4f
eric clapton,one woman,2g21A6cU3aJSXGmDxwJkL9
avatarium,"between you, god, the devil and the dead",31tP8ekB4GHSHdWdDCEgtV
unto others,"never, neverland (deluxe edition)",39nstb37kAyWR4LUZMxcs9
chad lawson,this is me trying,4cwNkvcj70OZcVECs51k1i
bob dylan,the 1974 live recordings sampler,5x6WnUtS1wQU9MRHQWzPQa
panzerfaust,when even the ground is hostile,6k0Mjai2Jh5XIeOQfT28Ko
ulver,locusts,77HGvHTFUhsfsGTj2cUzEm
skid row,live in london,77gD1xseiVY3yBkiGuyFwb
alunah,fever dream,7jjX5Q1UoRmERqbHnvUXM2
charles aznavour,les versions méconnues en stéréo,7zWkyBjPBwa4pRDVfXNG1V
even flow,rinascimento,42HkcLspbPHKLc11KHQ8if
nightwish,yesterwynde,39CVUoSmw8915LRClkNH0o
deadspeak,plagues of sulfur bound,40ZLV2zvTsKpR6U6Gu7NIW
avernus,grievances,57yZ7ebwbnXBCQ4dJXigel
crimson sun,sorrowbreaker,1WrNIfj3IqN4dUo6lKQi7Q
demon head,through holes shine the stars,1xuPB8i6FNRG6ijH2utrAU
eradicator,the paradox,3sarGVOwhrzEKzRJy0UunT
typhonian,the gate of the veiled beyond,2N4GxfPPNggUMd4bw6c11x
perpetual legacy,teodrama,26OrdYBtXwfRaJ73WDM81p
frostbite,void and emptiness,71JiebB2QkU9HEhfKKBaSo
defiled,horror beyond horror,3wWGnbltTzs2jcU9bLsnSG
eclipse,megalomanium ii,2qcRovVIQoONJXgO5EMG6G
servant,death devil magick,2S3aOtNoTYDU2P0zqhRl9D
krilloan,return of the heralds,7mOeU7C1am6Ww10bYuOxe7
vision divine,blood and angels' tears,6FGNlQS11665XrCV5oFrED
invocation,opium thebiacum (somniferum),3rETqZaR4LJMnAEVlLPDbf
invocation,ecstatic trance,1CeiwBRJjtAX07HV8fGiGO
outer graves,terminal limit,5GsVFGHRTtOpvmNrVehSzP
dust lord,teethcutter,4rNW2FyULM7MtQEWELYYSu
coffin rot,dreams of the disturbed,0dR4lcntHnKrfDd8fG4nct
dreamless veil,every limb of the flood,27s0y7CG2Ovmq2QLXURL3p
endloser abgrund,"kein vergeben, keine gnade",12K4dLBpXwom18h0ZLrv4P
glacial tomb,lightless expanse,1CNVy6iLkegaTZ1988b4Ni
mork,syv,4VqgfAUio1PNXUpm5BhzB2
vltor,non auro sed ferro,3oWmOqBDimIzSZecsTqkI7
thorium,the bastard,0D5YCvIQucONGOzZIRPikZ
dungeon crawl,maze controller,25VYvfPorCN6cFRO6T7EjF
neptune,end of time,7lMeeLq6LUhXhooGnh4bH7
manserunt,the room that looks,78n6CSy2ge4a29PeOrWaKa
kalliste,crystalgia,1CeR2D1w654MRHlKslheYR
untervoid,parasite,1MQAFrWGDa0gyqjRAwaXWj
flashback of anger,half mast,6UmSXcv1BlVOq0nuWHC0Be
deathless void,the voluptuous fire of sin,02wFZmJD7lTtkMWJ9tpBcn
molok,jeg tæller de døde,1RxRTeWtBGJVBzUYpvjeN6
deathfiend,dark rising,1xawhMeOqvElyWHhzuOnDu
keiser,likfunn,0sIFI7pw7oexrlprtoYK3a
anotherside,irreversible,5kW6euKnecmK4hJifQFNgB
hematoid,liminal atrophy,1QfwZa7fd8L2BXdpt1vPSe
eva can't,emisferi,74Cb23gfPMIZCrsrAjcYdo
excruciation,[p]ain,1Rub3mhQArcjvkeRf8y563
abglanz,dawn of eternal existence,35PDJClKgmJGV9Jych4a96
aorlhac,la cité des vents (2024 remaster),0WgawXt6oxJXqTPVxtjfdn
kublai khan tx,exhibition of prowess,3UqEHbnms5ixC6YPuPZTfi
seether,the surface seems so far,1EozAc4lNqwMvlAhEEXk6w
vended,vended,2tDnVMI6pBlsiEMOfb5DaU
void of vision,what i'll leave behind,0nf58EhAHjLY46K0wqpb3b
sybreed,system debaser,3RcKnlZP3vK6MBsgVKO1Yh
phantom hound,from boom town to ghost town,2AfYWHu55PpXCFlquBFkJH
obšar,propastnyk,6Qx8ntxGjh3xbGDrZvhAMf
fragmentary solid abyss,into the flames of hell,4PlnqJcAla9BINxx4Qv4Gt
gormoth,a s​ö​t​é​t erd​ő​n át a havas b​é​rcekig,5PfcCgfZXk5zvNmoePEs4C
darktrail,creatures of the woods,3bpvcxJv9tNbVrD00yWqVQ
manserunt,geist,7F1paKnkqzaP0nmCHFONd1
molok,ne pas chercher á comprendre,2YS7UTZJdZM3PJ4l4hdWIl
dreadsight,conspiracy,3z0Ll2J6SmCzooqp5CfjmV
avneya,road to i,5mVsQDRqfaWDT3W6bMbTEp
sarnath eternal,гірка доля безрідних / the bitter fate of rootless,5zly0In5MvjJeeouTRI4RM
wrahha,harbingers of a horrid cleansing,5eHga3SREumLf923rZbnZc
stormwolf,voyager,2OAIlYLKySfS2rcqJS1Sgb
homerik,the circle of dead children,4qBaHxouOTN3eNl02sF17A
voltstorm,break the silence,5tlQHJwzyGwopQwOx4HM0F
at night i fly,collision/fusion/division,3RY2WxMlddbKwNLJl8aRcW
battle tales,greed of a king,0xfsJUO3eFYfD9ytv880UW
saint slaughter,the secret speech,2YBusHiNUM75H3pqm503uP
daedric chamber,the bleak veil endures,2vRQX0EoKg1XiEJ5lnXZQN
pyrah,veni vidi delevi,2yj5DrdzGjJKOyVLs4vBLr
earthling,humanity dissolved,2pw1UFfmRVVh2fi6SenQBO
slet det,sorg & vrede,0q07ZLqXmfdO90lxZc3eZJ
aorlhac,à la croisée des vents (2024 remaster),3lr4aqRmZXJcIwMIqqJh9G
eagle twin,legends of the desert: vol. 4,000rSCIWnVuJSHds0StrPW
dissolve,polymorphic ways of unconsciousness,2O65tIen8lVtdhUpwKcXxh
fall of gnosis,archon imperium,71B8GAsyWaTiDgDWjG9nDm
odious spirit,the treason of consciousness,1sDJEZmswU7rfXpz1nf2um
ubiquity,the ascendant travels among the stars,71DFVqWjWvRSV6idpTwEhc
khost,many things afflict us few things console us,4drzQZ3rv7djbjD8VUinWe
archaic disease,repulsive redux,7GawauT3dfyx8uEYQx1kRv
paved,callous,1SCZYJ0Coa0RT11YIOO18z
açoite,reze bem (2019 remasterizado),6KYHd1Pcf0JLiFOI7z5iYI
sentenciados,lluvia,4B5bMTo9Di85ttKnoEkKxc
ketherot,the imperial key,1HiIDtzZX2CtBkxk4lCDtD
les bâtards du roi,la déchirure,64XhsPjgGp01ifmNi3PSCs
minatory,city of chaos,0RIG1nsSGWPBCHu3uEa24v
the great kat,handel shreds,5fuUDDW7T2ndVftH58aF1I
starchaser,tsars of the universe,4yrPcDRm88O8T90L6iQ3SV
el nulevoe,we sail the seas (we're gonna fucking kill you),6cYY9KL2e8UeOlqZczFPIk
mystical death,carnation,5y6jckH4jnyERk7otcfpj2
asathor,quenta mir: sangwa,1bzyaIJV4Ptd9yqEN3OTGy
khymaira,codex gigas,6FtolJIyph1ERVvI4htla9
laico,oppenheimer,0oCGH7jvVVlPTjlQQPBPzO
uro metal,destructor de cráneos,0RItXqnvgE1VmpDzfljmsY
misotheos,mocking the infidels of satan,3Zmee5RQ76AUD2WvLmpZ9z
samael cooper,the chinese communist party must fall,3h0zxwOtYq3T4DX3AmCIPu
beast machine,bombs away,42hlHaNXoNBilu93lnMtYq
leäd,knur (promised land),3MukA05dI76yY6pok5avHG
dreamkillers,broken things,6gSGomZbMmhAW6AGBdm4oN
ixchel,condenados a vivir,3itq8wiiIUTIKsNugYRtFY
angel rising,everything that we build,35kJMBQvnJ7asCvbA5LO3x
undead society,inside,3rdIDesAWQs6NPwpE973Yt
temair,engineers of transgression,7foOBapclh4JSaOGFeDaD6
soulinpain,life and death,0g5UwAa9ZfjOStA1kAzaQC
def/light,frequency of fear,2ut4AmJyfk4eLIjkCfBpTB
